post_body,id
"<p>In order to create a Companies Report, you must be an <em>Enterprise </em>Customer syncing Company properties using the <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-sync-Salesforce-accounts"">Salesforce Integration</a>or the <a href=""http://help.hubspot.com/articles/KCS_Article/How-can-I-see-the-Companies-Object-in-HubSpot"">Companies API</a>.</p><!--more--><ol><li> Navigate to <strong>Reports </strong>&gt; <strong>Reports Home </strong>&gt; <strong>Create a new report.</strong></li><li> Choose <strong>Companies Report</strong> &gt; select '<strong>Start From Scratch</strong>'&gt; <strong>Create Report</strong>.</li><li> Click on the title at the top of the report to edit the name of your report.<br> <br> <br> </li><li> Select a<strong> list</strong> (or create a new list) to segment on.</li><li> Select a <b>conversion type </b>(ex. Close Date, Create Date, Recent Conversion Date, etc) and a <strong>time period </strong>for your report.</li><li> Choose to <strong>group companies</strong> by day, week, or month.</li><li> Optional: choose a <strong>company property</strong> to further breakdown this report. This data will display in a chart below the graph.</li><li> Optional: choose a<strong> numeric property</strong> to calculate the total value and sum value. This data will also display in a chart below the graph.</li></ol><figure><img alt=""Sample Companies Report"" src=""http://cdn2.hubspot.net/hub/217515/file-681702379-png/KCS_images/sample_companies_report_by_date.png""></img><figcaption>Sample Companies Report</figcaption></figure>",3366276777
"<p>The <strong>i</strong><strong>s equal to </strong>list operator necessitates an exact match.</p><!--more--><ul><li> Example: if you create a list with the criteria <strong>Favorite travel destinations | is equal to | Australia</strong>, a contact whose Favorite travel destinations property contains both Australia and Brazil will not join the list. </li></ul><p>The <strong>contains the word </strong>list operator does not require an exact match.</p><ul><li> Example: if you create a list with the criteria <strong>Favorite travel destinations | contains the word | Australia</strong>, the contact above (with two favorite travel destinations) will join the list.</li></ul><p><strong>Related articles:</strong></p><ul><li> <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-make-a-smart-list-based-on-a-property"">How do I make a list based on a property?</a></li><li> <a href=""http://help.hubspot.com/articles/KCS_Article/How-can-I-create-a-custom-contact-property"">How can I create a custom contact property?</a></li></ul>",3366282312
"<p>This is not currently possible - Enterprise Events require that the <strong>HubSpot JavaScript tracking code</strong> is installed on the page, which is not supported in emails.</p><!--more--><ul><li> If the link in the email is to a page that <em>contains the HubSpot tracking code</em>, then we recommend creating a <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-create-Events-in-HubSpot#visited_url"">Visited URL</a> Event instead.</li><li> If the link in the email is to a page that <em>does not contain the HubSpot tracking code</em>, then you will be able to see who clicked on the link within the Email tool. Navigate to <strong>Content</strong> &gt; <strong>Email </strong>&gt; click on the <strong>name </strong>of your email &gt; change the dropdown from '<strong>Filter by status</strong>' to '<strong>Clicked</strong>' &gt; change the dropdown from '<strong>Filter by a specific link</strong>' to your desired URL.</li></ul>",3366289027
"<p>If you are not integrated with Salesforce, you can use the default property, <strong><em>HubSpot Owner</em></strong>, to automatically trigger lead revisit notifications for your users. This property will pull the Owner name and email address from the users currently associated with your account.</p><!--more--><h2>Assigning a HubSpot Owner to a single Contact</h2><ul><li>Navigate to <strong>All Contacts&nbsp;</strong>&gt; locate and <strong>click on the name</strong> of your&nbsp;unassigned Contact.</li><li>On the left side of the Contact record, in the <em>About</em> card, click<strong> View all properties</strong>.</li><li>Use the search bar to find the property labeled <strong>HubSpot Owner</strong>&nbsp;&gt; click into the text box to select an Owner for this lead from your account's users.</li><li>Click<strong> Done&nbsp;</strong><span style=""line-height: 1.5em;"">to save your changes.</span></li></ul><figure><img src=""http://cdn2.hubspot.net/hubfs/53/Knowledge_Base_Images/Contacts/search-set-hubspot-owner.png"" width=""600"" data-constrained=""true"" style=""width: 600px;""></figure><h2><br>Assigning a HubSpot Owners to multiple Contacts</h2><p>To assign owners to your existing Contacts, you can update the <em>HubSpot Owner</em> property for multiple Contacts at a time <a href=""http://help.hubspot.com/articles/KCS_Article/Can-I-change-a-property-for-multiple-contacts-at-once"">using a workflow</a> or by manually editing Contacts' <em>HubSpot Owner</em> properties. To setup owner assignment rules for future Contacts, you can also use a workflow or add a hidden field to forms.</p><h2>Customize User Notification Settings</h2><ul><li>Navigate to&nbsp;<strong style=""line-height: 1.5em;"">Account Menu&nbsp;</strong><span style=""line-height: 1.5em;"">&gt; </span><strong style=""line-height: 1.5em;"">Settings.</strong></li></ul><p><img src=""http://cdn2.hubspot.net/hub/53/hubfs/Knowledge_Base_Images/Account_Menu/Settings/account-menu-settings-main-nav.png?t=1462381206335&amp;width=1054&amp;height=390"" title="""" width=""527"" height=""195""></p><ul><li><span>Next to your email address, click the link for&nbsp;</span><strong>Lead Revisit</strong><span>. Choose the Contacts that you wish to receive notifications for:</span></li><li>Click&nbsp;<strong>Notifications</strong> from the left-hand side menu.</li><li>Choose the Contacts that you wish to receive notifications for:<ul><li><strong>No leads</strong>: Choose this option to turn revisit notifications off for a user.</li><li><strong>All leads in the contacts database</strong>: Choose this option to receive lead revisit alerts for every Contact in the database.</li><li><strong>The leads that [email address of user]&nbsp;owns</strong>: Choose this option to receive lead revisit alerts only for your owned leads. (This feature is tied to&nbsp;the <a href=""http://knowledge.hubspot.com/articles/kcs_article/contacts/where-do-the-owners-in-the-hubspot-owners-contact-property-come-from"" target=""_blank""><strong><strong>HubSpot Owner</strong>&nbsp;</strong>contact property</a>.)</li></ul></li></ul><figure><img src=""http://cdn2.hubspot.net/hub/53/hubfs/Knowledge_Base_Images/Account_Menu/Settings/own-leads-revisited.png?t=1462381206335&amp;width=1200"" width=""600"" data-constrained=""true"" style=""width: 600px;""></figure><figure style=""text-align: left;""><strong>Related articles:</strong></figure><ul><li><a href=""http://knowledge.hubspot.com/articles/kcs_article/settings/why-am-i-not-receiving-lead-revisit-notification-emails"" target=""_blank"">Why am I not receiving Lead Revisit Notification emails?</a></li><li><p><span ng-bind-html=""result.highlight.title ? result.highlight.title : result.title"" class=""ng-binding""><a class=""swift-em-styling"" ng-href=""http://knowledge.hubspot.com/articles/kcs_article/settings/how-do-i-stop-receiving-lead-revisit-notifications"" target=""_self"" ng-click=""resultClick($event, result)"" href=""http://knowledge.hubspot.com/articles/kcs_article/settings/how-do-i-stop-receiving-lead-revisit-notifications"">How do I stop receiving lead revisit notifications?</a></span></p></li></ul>",3366289172
"<ul><li> Effective July 1, 2014 <strong>CASL </strong>is <strong>Canada&rsquo;s anti-spam legislation</strong>, it is similar to CAN-SPAM in that it protects consumers against receiving unwanted email but different in that it is much more specific about permission and what is considered &quot;opt in&quot;. <p> <br> Under CAN-SPAM, an organization can technically send email marketing campaigns initially without consent, but must provide an opt-out method and honor requests immediately (however, HubSpot <b>does not allow </b>this practice). CASL requires organizations to obtain permission before sending <i>any</i> communication. CASL also requires senders maintain proof of opt-in, including the source and time.</p> <!--more--><p> The bottom line: if you don't know how your contacts provided consent to hear from you, don't email them.</p> </li><li> You should review the CASL with your own counsel.If you use HubSpot as your email service provider, you have the tools you need to run a CASL-compliant email marketing program. See more at<strong> <a href=""http://blog.hubspot.com/marketing/casl-guide-canadian-anti-spam-legislation"">A Guide to the New Canadian Anti-Spam Legislation (CASL)</a></strong>.</li></ul><p>Related Articles: <a href=""http://blog.hubspot.com/marketing/casl-guide-canadian-anti-spam-legislation"">A Guide to the New Canadian Anti-Spam Legislation (CASL)</a><strong>, </strong><a href=""http://help.hubspot.com/articles/KCS_Article/How-to-send-contacts-an-email-with-an-opt-out-link-so-they-can-manage-their-preferences"">How to send contacts an email with an opt-out link so they can manage their preferences</a>, <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-customize-my-email-opt-out-page"">How do I customize my email subscription pages?</a>, <a href=""http://help.hubspot.com/articles/KCS_Article/What-is-CAN-SPAM"">What is CAN-SPAM?</a>, <a href=""http://help.hubspot.com/articles/KCS_Article/Can-I-customize-my-CAN-SPAM-email-footer"">Can I customize my CAN-SPAM email footer?</a> </p>",3366297427
"<ul><li> HubSpot sends email on your behalf using our shared email servers. SPF is used to verify the identity of that server, so we already have an SPF policy to cover this shared system. Therefore you don't have to add anything to your DNS.</li><li> Unless you have signed up for a <a href=""http://www.hubspot.com/products/email/dedicated-IP"">Dedicated IP with HubSpot</a>, no changes are required because your domain isn't looked at during the authentication process.</li><li> If you're looking for email authentication but don't qualify for a dedicated IP, consider <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-setup-my-Email-Sending-Domains"">DKIM email authentication</a> for an added layer of security.</li></ul>",3366297652
"<ul><li><a href=""http://knowledge.hubspot.com/articles/KCS_Article/Reports/How-do-I-know-if-my-HubSpot-tracking-code-is-working#how-to-verify-that-the-tracking-code-is-installed-correctly"" target=""_blank"">I don‰Ûªt see any visits; is my tracking code installed correctly?</a></li><li><a href=""http://knowledge.hubspot.com/articles/KCS_Article/Reports/How-do-I-know-if-my-HubSpot-tracking-code-is-working#how-to-verify-that-the-tracking-code-is-firing-correctly"" target=""_blank"">I see the tracking code installed correctly on my website; how do I know if it is firing correctly?</a></li><li><a href=""http://knowledge.hubspot.com/articles/KCS_Article/Reports/How-do-I-know-if-my-HubSpot-tracking-code-is-working#how-to-verify-that-the-tracking-code-is-firing-correctly"" target=""_blank"">I don‰Ûªt see any visits today (but I did yesterday) is my tracking code working?</a></li></ul><!--more--><h2><strong>How to verify that the tracking code is installed correctly:</strong></h2><ol><li>Verify&nbsp;your <strong>HubSpot ID (Hub ID)</strong>.&nbsp;<span>If you do not know your </span><strong>Hub ID</strong><span>, navigate to your </span><strong>HubSpot Dashboard</strong><span>. Your Hub ID appears in the top right corner (in the navigation bar).</span></li><li>&nbsp;Open a page on your website in your browser and <strong>right-click</strong> on the screen.</li><li>&nbsp;Select&nbsp;<strong>View page source</strong>&nbsp;or&nbsp;<strong>View source</strong>.</li><li>The next screen will show all of the code that makes up your website.&nbsp;To find out if the HubSpot tracking code is installed, use the keyboard shortcut <strong>ctrl f</strong>&nbsp;or <strong>cmd f&nbsp;</strong>to bring up the search field. Search for <strong>[</strong><strong>your Hub ID]</strong><strong>.js</strong> - for example: <i>369684.js<br></i><p class=""alert""><strong>Please note:</strong> if you are using Google Tag Manager or another script loader, the tracking code will not appear in the page source. Follow the steps&nbsp;below to check the Network tab and ensure that the code is firing corrently.</p></li></ol><figure><img alt=""View Page Source"" src=""http://cdn2.hubspot.net/hub/217515/file-555724187-gif/KCS_images/View_Page_Source.gif""><figcaption>View Page Source</figcaption></figure><ul><li>If the tracking code is <strong>not found on your website</strong>, <a href=""http://knowledge.hubspot.com/articles/KCS_Article/Reports/How-do-I-install-the-HubSpot-tracking-code-on-my-website"" target=""_blank"">learn more</a> about how to install HubSpot's tracking code.</li><li>If the tracking code is <strong>installed on your website</strong>, verify that the code has been copied and pasted correctly from <strong>Reports </strong>&gt; <strong>Reports</strong> <strong>Settings</strong> &gt; <strong>Tracking Code</strong>.</li></ul><h2><strong>How to verify that the tracking code is firing correctly:</strong></h2><ol><li>Open a page on your website in your browser and <strong>right-click</strong> on the screen.</li><li>Select&nbsp;<strong>Inspect Element </strong>(or<strong> Inspect</strong>). You will see a toolbar appear at the bottom of your screen.<br><br><img alt=""Inspect Element"" src=""http://cdn2.hubspot.net/hub/217515/file-547990744-gif/KCS_images/Inspect_Element.gif""></li><li>Click on the <strong>Network&nbsp;</strong>tab, then <strong>refresh</strong> your page.&nbsp;<span>Within the </span><strong>Network</strong><span>&nbsp;tab you will now see the Name, Method, Status, Type, etc. for all of the elements loading on your webpage.<br>&nbsp;<br><img alt=""inspect element toolbar"" src=""http://cdn2.hubspot.net/hub/217515/file-557696585-gif/KCS_images/Inspect_Element-_Developers_Tools.gif""><br></span></li><li><span>Click on the <strong>Name&nbsp;</strong>column to sort alphabetically, then scroll to the top of the list.</span></li><li>Look for <strong>[</strong><strong>your Hub ID]</strong><strong>.js</strong>&nbsp;in the <strong>Name</strong> column&nbsp;- for example: <i>369684.js</i>.&nbsp;If you do not know your <strong>Hub ID</strong>, navigate to your <strong>HubSpot Dashboard</strong>. Your Hub ID appears in the top right corner (in the navigation bar).</li><li>Next to <strong>[</strong><strong>your Hub ID]</strong><strong>.js </strong>you should see<strong> <strong>3</strong><strong>04 Not Modified</strong>&nbsp;</strong>or<strong>&nbsp;<strong>200 OK</strong>&nbsp;</strong>in the <strong>Status</strong>&nbsp;column.<figure><img alt=""Tracking Code firing"" src=""http://cdn2.hubspot.net/hub/217515/file-555699627-gif/KCS_images/Inspect_Element-_Network_Tab.gif""></figure></li><li>If you see any other status (or the .js code is not found), your tracking code may not be firing correctly. Please <a href=""http://help.hubspot.com/support"">contact HubSpot Support</a> for further troubleshooting.</li></ol><p>Another way to determine whether or not your tracking code is firing correctly is to navigate to&nbsp;<strong>Reports&nbsp;</strong>&gt;&nbsp;<strong>Page Performance</strong>, and search for one of your external pages. Change the date range to display&nbsp;<strong>Today</strong>, and check to see if there are visits to your pages. If there are, that means that your tracking code is firing. If you are not seeing your pages appear, it is likely that either the tracking code is not installed correctly, or the pages have not had tracked views in the time range selected.</p><h2><strong>How to determine why expected visits are not appearing on the Dashboard or in the Sources Report:</strong></h2><p>HubSpot‰Ûªs analytics update every 1-3 hours; data will not appear in your reports immediately.&nbsp;To see the last time that the analytics were updated, navigate to <strong>Reports </strong>&gt; <strong>Sources.&nbsp;</strong>&nbsp;Scroll to the bottom of the screen;&nbsp;you will see <strong>Data last updated: X hours ago</strong>. If it has been more than 3 hours since the analytics updated, visit <a href=""https://status.hubspot.com/"" target=""_blank"">status.hubspot.com</a> to check if there is a known issue with HubSpot displaying analytics data.</p><p><strong>Related articles:</strong></p><ul><li><a href=""http://knowledge.hubspot.com/articles/kcs_article/reports/how-do-i-install-the-hubspot-tracking-code-on-my-website"" target=""_blank"">How do I install the HubSpot Tracking Code on my website?&nbsp;</a></li><li><a href=""http://knowledge.hubspot.com/articles/kcs_article/reports/why-am-i-not-seeing-any-page-visits-even-though-the-hubspot-tracking-code-is-firing-on-my-website"" target=""_blank"">Why am I not seeing any page visits even though the HubSpot tracking code is firing on my website?</a></li></ul>",3391179128
"<p>If you see <strong>Rate Limited</strong> next to the import list, when importing contacts into your HubSpot Portal, it simply means that the import is processing at a slower rate than normal. Normally, this is seen when more than one list is processing at a time. However, please rest assured the import is processing and it will be completed.</p><!--more--><p>Related Article:</p><ul><li> <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-import-contacts"">How do I import contacts? </a></li></ul>",3391187598
"<p>This is an issue with the Salesforce integration that HubSpot is unable to identify. If these issues represent a small fraction of your total syncs, please wait before calling support, as they in many cases resolve themselves.</p><!--more--><p>If the issue persists, you can&nbsp;<a href=""http://help.hubspot.com"" target=""_blank"">reach out to HubSpot Support here</a>.</p>",3391187908
"<ul><li>There may be a temporary slowdown in loading email data into the dashboard under <strong>Content &gt; Email</strong>.</li><li>If the statistics do not appear after waiting a couple of minutes and then refreshing, you can <a href=""https://help.hubspot.com/"" target=""_blank"">reach out to HubSpot Support here</a>.</li></ul>",3394143198
"<p>This error can mean a few things:</p><!--more--><ul><li> There was <strong>no email entered </strong>for a contact on the CSV (HubSpot will only create contacts that contain email addresses)</li><li> The email address contained <strong>improper characters</strong> (such as &amp;*;{!%)</li><li> There are <strong>spaces</strong> in the email address</li><li> There is a <strong>blank row</strong> in the CSV</li></ul><p>Please check these criteria and if the import is still giving this error contact our <a href=""http://help.hubspot.com/support"">Support Team</a>. </p>",3394189723
"<p>When attempting to enable the Salesforce Account Sync, you may not be able to turn the sync on without first making changes to HubSpot or Salesforce. If the requirements for the Account Sync are not met, you will see the option to turn the sync grayed out with a blue information icon. For steps on enabling the Account Sync, <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-sync-Salesforce-accounts"">refer here</a>.</p><!--more--><figure><img alt=""Account Sync Disabled"" src=""http://cdn2.hubspot.net/hub/181288/file-1218116149-png/Public_KCS_Images/accountsyncoff.png""></img><figcaption>Account Sync Disabled</figcaption></figure><p>By clicking the blue information icon, you will get an explanation of why the Account Sync cannot currently be enabled.</p><figure><img alt=""Information Description "" src=""http://cdn2.hubspot.net/hub/181288/file-1218141164-png/Public_KCS_Images/upgradeconnector.png""></img><figcaption>Information Description </figcaption></figure><p>In some cases, you may not be able to turn the sync on without making changes inside of Salesforce. An example of this is if the Integration User (the person whose credentials are entered in HubSpot) does not have access to see certain fields critical to the sync:</p><figure><img alt=""Cannot Enable; Permissions"" src=""http://cdn2.hubspot.net/hub/181288/file-1224310615-png/Public_KCS_Images/accountpermissions.png""></img><figcaption>Cannot Enable; Permissions</figcaption></figure><p>If you see an error relating to field access, first attempt to give the Integration User appropriate permissions by <a href=""http://help.hubspot.com/articles/KCS_Article/How-can-I-get-users-who-are-not-admins-in-Salesforce-to-see-HubSpot-Intelligence"">following the steps listed here</a>. If adding the permission set is unsuccessful, ensure that the Integration User has read access to the fields listed. Updating the profile of the Integration User to System Administrator may also solve permission errors. Once you have completed these steps, click 'Check Again'. If an error still persists, contact <a href=""http://help.hubspot.com/support"">HubSpot Support</a>.</p><p><u><strong>Note</strong></u>: HubSpot does not support using the Account Sync with Person Accounts. For more information, please refer to this <a href=""http://help.hubspot.com/articles/KCS_Article/Does-the-HubSpot-Salesforce-Connector-work-with-Person-Accounts"">knowledge article</a>.</p>",3396087673
"Yes, it is possible to sync Person Accounts with HubSpot, though there are some things to be aware of.<ul><li>HubSpot currently&nbsp;<em>does not<strong>&nbsp;</strong>have the ability to&nbsp;<strong>create&nbsp;</strong>Person Accounts</em>.&nbsp;When creating a new contact<strong> in HubSpot</strong>, these should&nbsp;be created as<i> leads in Salesforce</i>. Once the lead is created you may&nbsp;convert them&nbsp;to either person accounts or business accounts in Salesforce. Learn more about this here: <a href=""https://help.salesforce.com/apex/HTViewHelpDoc?id=leads_notes.htm&amp;language=en_US"">https://help.salesforce.com/apex/HTViewHelpDoc?id=leads_notes.htm&amp;language=en_US</a>.&nbsp;<img src=""http://cdn2.hubspot.net/hubfs/53/Screen_Shot_2016-06-24_at_8.49.46_AM.png"" alt=""Screen_Shot_2016-06-24_at_8.49.46_AM.png"" width=""739"" height=""102"">If you have selected to create Salesforce contacts when a contact is created in HubSpot, a standard contact record will be created which may&nbsp;be associated with a Business Account but not a Person Account.</li><li>When creating a new Person Account <strong>in Salesforce</strong>, this will create a new contact in HubSpot (<a href=""http://help.hubspot.com/articles/KCS_Article/Salesforce/How-do-I-enable-Salesforce-to-create-new-contacts-in-HubSpot"">when auto-add is enabled</a>) and begin syncing as normal.</li></ul><ul><li>If you require the ability to create Person Accounts when a record is created in HubSpot you may&nbsp;build a custom&nbsp;integration&nbsp;via the <a href=""http://developers.hubspot.com/docs/endpoints#contacts-api"">HubSpot Contacts API</a> or through a <a href=""https://app.hubspot.com/partner-directory/"">certified HubSpot Partner</a>, however, both of these methods are not able to be supported by HubSpot Support</li></ul>",3512412165
"<p>A click-to-call button or link on your website makes it easy for mobile users to quickly reach your office by phone with a single click. To add click-to-call functionality to your website, you'll need to add the following tag to the html source code of a rich text module or directly into an HTML module on your layout.</p><!--more--><p><strong>The Markup:</strong><br> The HTML markup for a click-to-call link is below. Simply replace the 5555555555 with your company's phone number, no spaces or dashes.</p><code>&lt;a href=""tel:5555555555""&gt;Call Us&lt;/a&gt;</code><p>If you have a phone icon and would like to create a click-to-call button, you can use the following markup to do so, replacing both the example phone number and the image tag's source code to match your company's phone number and the appropriate location of your file in your file manager.</p><code>&lt;a href=""tel:5555555555""&gt;&lt;img src=""http://www.domain.com/files/phone-icon.jpg""&gt;&lt;/a&gt;</code><p>&nbsp;</p><p>Related Articles:</p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/COS-General/How-do-I-find-the-file-path-of-a-file-in-the-new-File-Manager"">How to find the file path of a file in HubSpot's file manager</a></li></ul>",3515518180
"<ul><li>If you are interested in upgrading or downgrading your HubSpot subscription type, please contact your <strong>Account Manager</strong>.</li><li>Take a look at our <a href=""http://www.hubspot.com/pricing-comparison"">plan comparison chart</a> when considering changing your account type.</li><li>If you do not have your <strong>Account Manager</strong>'s information, call or submit a ticket to <a href=""http://help.hubspot.com/support"">HubSpot Support</a>.</li></ul>",3517708390
"<p>HubSpot's <strong>Sources Report </strong>helps you measure the success of your marketing campaigns over time and find areas for further optimization. It shows you where your traffic is coming from, as well as the original source of your leads and customers. As you increase your social media presence on social sites like Facebook, LinkedIn, Twitter, etc, you will be able to see measure your impact in the Sources Report.</p><!--more--><p><strong>Learn how to track which social media channels are generating the most traffic.</strong></p><h2> 1. Navigate to the Sources Report</h2><figure><img alt=""Reports - Sources"" src=""http://cdn2.hubspot.net/hub/217515/file-857189632-png/KCS_images/Report_Sources_Nav.png""></img><figcaption>Reports - Sources</figcaption></figure><h2> 2. Select a Date Range</h2><p>Above the Sources graph, select a time range to analyze. Choose &quot;<strong>This month to date</strong>&quot; to see your performance for the current month.</p><figure><img alt=""Sources Report All Traffic MTD"" src=""http://cdn2.hubspot.net/hub/217515/file-857194672-png/KCS_images/Sources_date_range.png""></img><figcaption>Sources Report All Traffic MTD</figcaption></figure><h2> 3. Filter by Social Media</h2><p>Below the graph, you will see a chart displaying the different sources that your traffic is coming from. Click on <b>Social Media</b>.</p><figure><img alt=""Social Media Bucket"" src=""http://cdn2.hubspot.net/hub/217515/file-857194667-png/KCS_images/Social_Media_drilldown.png""></img><figcaption>Social Media Bucket</figcaption></figure><h2> 4. Compare performance of all social media channels</h2><p>View the different social media sites that are bringing traffic to your site.</p><figure><img alt=""Social Media sites drilldowns"" src=""http://cdn2.hubspot.net/hub/217515/file-857194677-png/KCS_images/Social_Media_social_sites.png""></img><figcaption>Social Media sites drilldowns</figcaption></figure><h2> 5. Drill down into your marketing campaigns</h2><p>By selecting a specific social site, you can see how your campaigns are performing. Select <strong>Facebook</strong> for this example. You can then see the breakdown of all of your campaigns and how they are performing individually. This gives you the ability to track which of the campaigns on social media are driving the best visitors, leads, and customers to your site.</p><figure><img alt=""Sources Report Facebook Campaigns"" src=""http://cdn2.hubspot.net/hub/217515/file-857194662-png/KCS_images/Facebook_drilldown.png""></img><figcaption>Sources Report Facebook Campaigns</figcaption></figure><h2> 6. Create a plan based on observations</h2><ul><li> If you see that a particular social media site is sending you quality traffic and leads, you should focus your attention on participating more on that site.</li><li> Look at individual campaigns and see what you are doing right.</li><li> Ask yourself what it is about that site or your actions on it that could be responsible for your success there.</li><li> If you can, replicate what you are doing there on other social media sites!</li></ul><h2> 7. Make sure that visits from social media are being bucketed correctly</h2><ul><li> When posting content to social media, <a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-track-visits-from-social-media-links"">learn more</a> about the correct setup to ensure visits are bucketed correctly in the Sources Report.</li></ul>",3517708660
"<p>It is not possible to integrate HubSpot and Salesforce with a Salesforce trial. You must have a Professional, Enterprise, or Unlimited edition of Salesforce to integrate with HubSpot.</p><!--more--><p><strong>Related articles:</strong></p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/What-version-of-HubSpot-and-Salesforce-do-I-need-in-order-to-integrate"">What version of HubSpot and Salesforce do I need in order to integrate?</a></li><li><a href=""http://knowledge.hubspot.com/salesforce-integration-user-guide/how-to-set-up-the-salesforce-integration-with-hubspot?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443130368214.1443195943728.9&amp;__hssc=20964263.25.1443195943728&amp;__hsfp=2217202602"" target=""_blank"">How to set up the Salesforce integration with HubSpot</a></li></ul>",3522484855
"<p>HubSpot has a <a href=""http://knowledge.hubspot.com/landing-page-user-guide/how-to-create-a-form-for-your-landing-page"">Forms</a> tool, but no native survey application. The best way to create and integrate surveys with HubSpot is to use the <a href=""http://help.hubspot.com/articles/KCS_Article/HubSpot-s-SurveyMonkey-Integration"">SurveyMonkey integration</a>.</p><!--more--><p><strong>Related articles:</strong></p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-connect-HubSpot-and-SurveyMonkey?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443211528622.1443214637074.12&amp;__hssc=20964263.6.1443214637074&amp;__hsfp=2217202602"" target=""_blank"">How do I connect HubSpot and SurveyMonkey?</a></li><li><a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-set-up-and-deploy-a-SurveyMonkey-survey-with-HubSpot?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443211528622.1443214637074.12&amp;__hssc=20964263.6.1443214637074&amp;__hsfp=2217202602"" target=""_blank"">How do I set up and deploy a SurveyMonkey survey with HubSpot?</a></li><li><a href=""http://help.hubspot.com/articles/KCS_Article/Can-I-create-a-multi-step-form?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443211528622.1443214637074.12&amp;__hssc=20964263.6.1443214637074&amp;__hsfp=2217202602"" target=""_blank"">Can I create a multi-step form?</a></li></ul>",3356050026
"<p>You can validate phone numbers by restricting the length of the value a user is able to enter. This is only possible for the default Phone Number property in HubSpot. Follow the steps below to add phone number length validation.</p><!--more--><ul><li>Navigate to <strong>Contacts &gt; Forms</strong></li><li>Click on the <strong>name of your form to edit it</strong> (or Create New Form)</li><li><strong>Hover</strong> over the <strong>Phone Number </strong>field &gt; click the <strong>pencil </strong>icon that comes up to <strong>Edit field options</strong></li></ul><ul><li>In the window that pops up, navigate to the bottom of the window and <strong>select the minimum and/or maximum number length</strong> that can be submitted for the Phone Number field &gt; click <strong>Done editing</strong> &gt; <strong>Save</strong> your form.</li></ul><figure><img alt=""Phone Number Validation"" src=""http://cdn2.hubspot.net/hub/181288/file-2183906424-png/Public_KCS_Images/Contacts/Forms/Phone_Number_Length_Validator.png""><figcaption>Phone Number Validation</figcaption></figure><ul><li>The Phone Number field only accepts numbers, and the following characters that are commonly found in phone numbers: +-(). and x</li><li>Please note that this applies to just the form you are editing. Each form would need to be configured separately for the number length requirements.</li></ul><p><strong>Related articles:</strong></p><ul><li><a href=""http://help.hubspot.com/articles/KCS_Article/Does-HubSpot-have-the-ability-to-add-field-validation-on-forms?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443211528622.1443214637074.12&amp;__hssc=20964263.7.1443214637074&amp;__hsfp=2217202602"" target=""_blank"">Does HubSpot have the ability to add field validation on forms?</a></li><li><a href=""http://help.hubspot.com/articles/KCS_Article/How-do-I-stop-spam-form-submissions?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443211528622.1443214637074.12&amp;__hssc=20964263.7.1443214637074&amp;__hsfp=2217202602"" target=""_blank"">How do I stop spam form submissions?</a></li><li><a href=""http://www.hubspot.com/blog/bid/33956/Improved-Validation-Domain-Blocking-in-HubSpot-Forms?__hstc=20964263.7298848f39b63817bd0ed7ac8a6befcc.1442430697455.1443211528622.1443214637074.12&amp;__hssc=20964263.7.1443214637074&amp;__hsfp=2217202602"" target=""_blank"">Blog: Improved Validation &amp; Domain Blocking in HubSpot Forms</a></li></ul>",3356050531
